mouse6e	mouse6g	mouse1a
56.6266	59.3421	18.5934
35.9972	29.7414	32.7805
25.2527	44.5379	18.4561
11.4618	33.3979	22.1886
20.396	39.0145	15.2535
33.6568	26.2367	23.3865
36.5775	78.0278	28.7215
33.3029	44.8738	12.6163
38.0369	39.5721	12.1237
37.092	39.5969	14.9338
16.3526	69.4977	15.2545
17.8394	45.6887	20.3839
16.7545	34.9211	16.5212
23.7423	35.3724	16.6701
22.2658	62.903	29.7508
38.4981	42.0892	36.6864
24.9587	62.1151	23.256
32.4515	41.4767	21.2492
18.3264	47.6023	11.8251
34.8734	42.6591	19.0466
25.0088	65.9438	18.1341
35.1756	76.8706	34.3024
22.3601	84.3383	17.3682
34.5103	56.0791	16.3659
27.1247	85.0692	16.7009
17.3749	52.3324	26.6427
46.3581	54.2878	13.5491
36.491	59.4814	14.7414
16.2613	47.8101	18.0894
21.6244	48.8873	14.9263
17.218	42.6223	30.4566
31.7414	48.6904	35.6547
29.395	53.3354	24.9512
32.0504	60.0719	25.2075
21.9444	23.8231	10.4314
29.1504	100.9045	17.0051
38.4275	50.5089	20.2031
19.1477	63.7293	20.0017
34.4919	39.8176	23.0131
40.9018	68.6773	17.1474
15.2534	35.0042	30.3987
34.479	76.6693	19.6963
21.5347	48.15	30.8735
20.0217	29.5847	15.2882
15.2029	41.4788	14.5749
21.5566	35.3086	20.6197
19.9531	40.7171	15.1977
13.7458	49.174	21.5149
6.0865	21.1735	18.5313
8.8381	86.6241	9.8212
8.0905	73.1497	17.8882
14.1142	65.6921	17.2529
7.6004	8.6008	17.0085
8.3156	60.3295	3.7849
8.738	81.8257	25.9347
7.704	62.9605	20.1015
10.7486	75.0761	18.7485
16.8913	50.8246	11.471
5.8404	14.8107	15.4103
7.3712	45.1601	16.1955
16.0081	66.5858	12.8759
12.7291	38.952	14.125
23.1317	59.9723	10.0748
6.6256	66.3432	24.7872
23.5788	44.6121	17.4728
8.0235	56.8241	16.8857
9.3435	68.3936	22.1967
7.5757	35.282	9.7434
9.423	35.9941	19.0799
10.7205	40.8901	22.3153
3.1234	111.136	30.4514
8.7326	64.6046	21.7985
8.3871	61.6449	14.0082
14.1231	50.0382	23.4105
13.7852	47.1438	14.2567
20.9805	20.1954	25.5991
22.0295	53.0089	12.4017
4.1864	19.719	18.6974
12.4238	63.5551	18.155
12.1148	36.572	14.0478
9.548	32.1487	22.0093
4.9925	51.5467	31.8895
7.15	53.222	20.5225
2.1465	83.2249	23.8375
5.1186	66.4255	28.7082
5.0169	40.1973	24.7747
9.8531	49.6822	20.2761
12.014	35.0145	13.6227
14.2844	47.5925	17.1691
2.5649	50.4063	23.7067
7.365	59.9756	19.2795
9.6702	73.3474	20.2799
9.5038	32.9962	13.2558
2.9067	37.9896	26.2499
11.0455	44.3077	18.3388
15.7585	67.2982	16.6883
13.2689	62.0265	13.0666
6.8041	54.1824	30.4646
14.2333	96.6474	17.9275
8.7026	42.4706	17.6869
12.891	59.7829	27.6069
30.1972	44.8858	15.5346
10.6157	26.193	27.4911
7.0956	71.5214	13.0461
8.1785	48.4926	24.6406
16.0687	49.3536	21.6125
20.0978	46.542	31.2426
5.3431	53.3363	29.9893
5.4183	60.8587	21.6176
8.8288	34.2214	18.4664
13.9576	30.2197	28.307
14.2503	52.0726	24.7588
11.3518	72.3281	25.298
2.0715	35.4111	26.5348
6.2213	46.5033	21.203
9.0563	33.9735	30.3138
2.4595	56.0247	31.1318
5.8186	74.7679	12.6334
8.494	72.5498	27.3168
12.5359	90.6835	20.9331
34.939	25.5848	18.2653
15.9809	57.3915	28.2835
29.6353	51.1865	19.9807
14.4147	75.0657	21.3123
36.8861	48.0045	19.7997
11.6728	36.8122	19.8809
26.4232	44.0956	27.7097
