Eso-0-6c-1	Eso-0-6c-2	Eso-0-6c-3	Eso-0-6c-4	Eso-0-6c-5	Eso-0-6d-1	Eso-0-6d-2	Eso-0-6d-3	Eso-0-6d-4	Eso-0-6d-5	Eso-0-1k-1	Eso-0-1k-2	Eso-0-1k-3	Eso-0-1k-4	Eso-0-1k-5	Eso-7-1c-1	Eso-7-1c-2	Eso-7-1c-3	Eso-7-1c-4	Eso-7-1c-5	Eso-7-1i-1	Eso-7-1i-2	Eso-7-1i-3	Eso-7-1i-4	Eso-7-1i-5	Eso-7-1j-1	Eso-7-1j-2	Eso-7-1j-3	Eso-7-1j-4	Eso-7-1j-5	Eso-12-6e-1	Eso-12-6e-2	Eso-12-6e-3	Eso-12-6e-4	Eso-12-6e-5	Eso-12-6g-1	Eso-12-6g-2	Eso-12-6g-3	Eso-12-6g-4	Eso-12-6g-5	Eso-12-1a-1	Eso-12-1a-2	Eso-12-1a-3	Eso-12-1a-4	Eso-12-1a-5	Eso-18-1d-1	Eso-18-1d-2	Eso-18-1d-3	Eso-18-1d-4	Eso-18-1d-5	Eso-18-1e-1	Eso-18-1e-2	Eso-18-1e-3	Eso-18-1e-4	Eso-18-1e-5
160.3292	193.183	177.4362	173.5546	177.4841	178.0056	162.7037	184.3346	132.3768	140.7465	148.9797	159.2663	168.7156	165.4656	100.5336	36.0248	37.8974	31.0985	39.6437	21.3127	31.8228	32.2227	22.9693	20.0271	68.6574	31.1813	22.9734	37.7749	32.2123	14.2156	2.1688	2.6383	6.528	9.2999	3.8666	8.7524	4.8302	2.3431	2.5857	2.7241	7.9857	10.6762	5.9535	11.9786	4.5948	0.2544	1.5875	0.7997	0.5721	4.4219	1.4178	0.5713	1.7928	4.7215	0.8239
156.1225	179.2827	177.0852	181.4002	159.1224	164.7321	179.6254	161.8975	151.9053	173.7518	166.4739	150.6063	127.0562	157.9788	140.6099	37.0577	36.0688	27.6079	33.8993	19.1316	41.8865	25.6791	14.448	32.5644	29.216	30.3225	26.09	29.8553	40.3839	38.9956	7.2923	2.2643	7.9112	5.8482	4.2804	9.0382	3.2535	2.8773	2.9139	4.2462	7.2813	1.6804	5.1292	6.0487	6.9555	0.6348	0.5745	1.1238	0.8983	2.4378	0.2664	0.4954	0.7289	0.2651	0.9156
171.0947	188.4379	171.1759	167.5413	148.7943	176.739	183.7422	163.1193	156.8635	180.7717	175.0137	162.6998	149.5481	155.9819	155.4681	29.4513	28.858	35.8917	29.953	21.1833	37.1105	35.7956	21.7761	8.9006	46.2957	29.1361	11.2063	27.3895	7.6903	27.204	2.3416	7.7065	9.112	6.658	8.6574	6.0394	1.8842	6.7051	2.3308	7.9665	8.1068	4.1115	4.7359	17.3052	8.0122	0.985	1.0839	0.9352	2.4746	2.7441	0.2703	2.3118	2.0271	0.2892	2.7859
174.5593	180.6113	182.5059	186.4281	181.9803	182.9354	173.8892	152.806	146.8901	167.3131	134.6504	118.7381	139.0411	126.4363	97.0964	32.4185	41.4811	28.8215	43.6956	17.9764	25.9513	44.7782	21.2687	17.0512	47.9873	27.8891	26.5719	24.6482	34.1732	18.8469	3.2276	1.3404	2.8241	10.1621	6.6083	6.7569	4.508	6.8167	1.7957	6.9082	9.4977	3.6155	5.4418	7.5786	4.5861	0.6825	0.3957	0.1967	0.4101	2.1856	1.1644	0.5151	2.9144	0.9875	1.7565
178.0938	178.1151	162.2828	155.6666	169.0164	182.1859	175.0293	176.3638	185.7241	129.8405	148.423	161.495	142.827	156.3712	111.1561	19.4098	34.0123	28.5293	53.7302	19.0861	33.316	27.2075	20.3844	18.403	37.0987	16.0285	19.2181	25.1051	26.7911	28.1411	2.8996	3.66	4.9068	7.0783	12.1672	2.7102	2.0367	2.7007	3.06	3.5283	6.147	7.2241	7.1003	7.3661	3.3011	0.1928	0.3783	2.2491	1.8381	3.061	0.1181	2.1599	1.1541	3.1399	1.7783
164.6118	174.3486	174.3892	181.7833	175.5151	168.2522	180.4031	169.6933	162.1129	163.8306	162.077	127.1728	135.3445	157.0632	153.2201	40.4766	44.5245	32.0094	37.5781	41.7924	14.8616	26.4719	19.799	30.0122	25.4365	23.7556	31.4255	20.5996	43.4738	21.0898	4.2382	9.43	2.4884	6.1899	8.3155	4.1261	8.7574	2.6492	6.6547	1.9214	9.3176	4.144	8.8719	8.111	8.1965	0.5588	0.7857	0.1807	1.6193	2.0092	2.3479	1.3244	0.5546	3.7108	2.9139
176.4482	190.3316	167.1571	173.7648	166.0203	178.8412	171.1304	168.1846	182.8278	180.6805	159.4242	150.2363	156.0977	136.2295	115.4482	40.2432	36.6602	40.5729	37.9363	61.3876	57.4273	43.5858	18.2185	25.083	39.64	21.3169	23.5691	32.2568	16.5692	15.2207	4.9011	4.1356	2.1322	6.3092	9.9837	2.1289	4.3437	3.1208	2.4318	3.1002	8.3879	3.4866	7.9783	9.421	8.0903	0.2941	0.1586	1.425	1.3028	2.5375	1.1904	3.1784	0.6729	0.8064	0.308
184.7684	182.6543	174.2663	191.5451	170.0364	163.1936	155.7915	169.3	105.7823	165.3253	140.9368	133.966	115.574	161.1795	156.2529	34.7169	20.9062	36.4657	37.4306	24.9332	44.042	31.0236	22.4468	13.8645	25.212	23.61	24.1288	19.2752	14.3682	18.9187	3.5095	6.217	11.0591	5.1911	4.1862	4.4097	3.6653	5.842	3.5364	4.6208	16.4077	7.1485	8.0868	8.017	4.9148	3.8033	1.2744	0.9896	2.011	3.5122	0.1382	0.6253	2.0746	0.9384	1.2386
183.8699	189.9141	163.112	179.8094	171.2216	187.788	145.151	163.9496	160.3164	175.8407	138.5207	175.4998	154.0894	137.7826	153.0724	46.9009	34.9685	15.6813	45.5657	38.6161	48.38	35.3257	25.7703	13.8992	22.9885	22.6336	18.5898	24.64	35.22	11.3263	3.0957	5.8817	3.8832	10.5892	7.4924	3.5846	2.4677	3.1078	7.8946	4.0833	15.2145	12.0211	4.6998	12.5592	8.9003	0.7529	0.2096	1.7208	1.4569	2.8271	0.5727	1.1233	2.3139	0.3843	1.1029
152.7092	175.7785	179.7006	185.5765	176.7815	184.7399	166.9442	174.159	170.3153	163.3381	142.1453	164.6239	135.0519	134.2039	143.5838	41.6397	52.0887	26.2312	38.4358	20.3957	45.5704	37.2394	34.4792	26.3585	43.389	30.8516	21.5397	15.6255	18.347	28.6953	2.6511	6.5192	5.7043	6.9629	3.123	4.3419	3.0574	1.8253	3.7472	1.2065	10.1863	9.7716	6.4316	8.587	3.0991	0.6673	0.2959	0.03784	1.9169	2.5284	0.06633	0.6452	2.5617	1.1473	1.7091
180.557	171.9588	127.7141	180.0118	155.4213	164.5945	157.0564	162.0259	164.3261	177.2872	167.8264	150.0641	147.0454	147.3614	158.3475	43.0194	27.1926	30.8519	27.7416	17.2097	48.1208	38.8555	21.6385	26.5747	32.9664	17.041	15.2307	16.4882	26.1966	31.1781	3.7663	4.9326	5.8341	3.8247	4.8938	4.2537	5.1826	5.4697	3.1018	6.2135	12.4292	7.6317	5.759	3.2593	5.1356	0.8869	0.2703	0.4564	1.4009	2.6986	0.3108	1.7417	2.5203	0.7517	1.2445
173.52	172.6333	173.3952	169.1279	172.9298	155.2415	159.5099	168.7559	152.5175	184.9933	148.895	134.566	135.2171	154.4259	135.638	55.0444	30.2873	27.3984	49.1555	18.2225	45.1839	42.7809	30.3516	21.5179	20.428	29.5215	20.1003	39.5435	16.6138	25.7915	3.0436	3.0477	7.4155	7.3564	3.2739	2.8427	1.9252	2.5644	5.6571	1.1053	11.1413	2.6233	4.8825	8.5851	7.2995	0.4662	0.5193	0.675	0.9723	2.445	0.2624	1.4889	0.738	2.983	1.0985
190.6933	180.6452	178.1649	161.2886	167.3427	166.2938	163.7462	155.0646	150.2229	169.7783	136.583	136.3512	117.5318	117.7371	150.0741	18.9002	50.6895	31.7613	29.5877	17.6777	36.8326	34.6875	12.9573	17.083	18.7334	34.9493	17.2086	39.3946	11.8752	27.4632	4.958	4.6079	7.2945	4.7731	6.0634	5.1306	1.4978	4.7656	5.6101	1.9148	5.9043	3.6909	6.314	7.7001	3.8112	0.3753	0.1847	1.8146	1.2168	2.1628	0.6628	2.6752	1.4665	1.5169	1.0406
188.2336	177.118	171.878	174.9991	174.5571	167.2177	151.2342	168.9947	175.5914	174.8979	172.9566	126.688	127.5353	134.2307	127.3228	22.7486	20.4741	38.7104	47.9594	23.1625	47.3061	24.4063	25.4235	20.9368	30.2143	18.9981	25.9634	23.7849	14.4761	22.583	4.2666	2.643	3.8027	5.6848	8.572	4.0681	3.3835	5.3934	4.4327	7.3998	5.9388	3.176	6.23	4.2138	10.2169	1.1144	1.4917	1.1455	0.6413	1.5594	0.5355	0.7437	1.9587	6.2446	1.7642
181.287	174.7519	176.5342	186.7541	160.0251	157.8794	168.247	162.0564	166.2351	176.1098	166.9077	170.5612	110.1568	135.542	155.9507	22.9191	32.9441	19.9509	44.8887	21.1845	43.2827	35.4917	18.7907	38.3013	35.7319	20.8254	23.3905	37.0623	17.149	33.2628	3.7492	2.9285	6.5367	5.3148	2.2834	2.8498	5.5629	3.5594	5.8957	4.9075	9.2499	4.1475	5.8432	3.2984	6.6121	0.1857	0.06271	0.8419	1.3972	3.3331	0.09581	0.2248	4.4717	2.9475	2.2877
172.7834	181.7076	142.8437	158.4962	171.2733	180.6213	149.1528	163.6356	157.6346	173.1837	166.0691	146.5078	153.2097	92.111	137.6899	42.467	33.9159	30.5203	16.8897	31.5139	63.3787	43.6208	18.4034	27.5918	51.9749	29.9289	17.3373	24.0467	18.6869	23.8324	5.1426	2.5349	1.729	3.4752	8.193	2.9602	1.9561	2.1242	1.5738	6.1439	10.2352	3.8962	5.3103	5.1804	6.0834	0.783	0.9932	1.8457	3.1598	0.5322	0.351	1.6306	2.8859	2.3405	2.7891
174.2468	170.3894	171.1527	173.3572	175.4239	177.6517	152.6873	130.8566	158.8921	154.3863	177.536	135.1662	142.2741	106.216	119.5692	38.6291	48.7859	40.9032	32.1234	23.2312	19.9441	55.2524	19.5218	39.4111	54.1767	23.9672	12.9195	14.9378	22.013	21.3505	5.86	2.2443	12.7213	4.5874	4.0465	4.506	1.5103	4.835	4.6913	2.7609	8.8838	3.4331	7.5881	7.061	5.9565	3.2914	0.3965	1.1378	1.9271	0.9433	0.1966	0.3043	0.7287	0.3292	2.2429
167.4276	172.6956	182.6317	192.8424	177.7669	184.1224	144.8141	167.6036	170.2753	174.6005	159.2321	114.643	139.1792	133.4189	107.1844	22.44	42.9551	24.0681	41.5655	15.9707	45.4254	29.6516	18.4958	28.8387	40.7763	15.1101	18.9282	29.8941	20.1533	17.2451	7.3689	3.5864	6.3787	4.8258	7.3597	5.7236	3.8225	2.6943	3.5684	6.0667	5.2973	3.1071	15.0918	6.8835	4.314	0.33	0.3481	1.0205	0.9608	3.7441	0.6079	1.2242	0.6124	0.3386	4.5506
176.4262	169.0377	182.6607	177.4992	166.4136	182.7628	149.9037	172.0404	172.4208	171.8858	125.9963	161.4577	156.9079	142.2039	158.2717	25.001	19.3491	31.6326	54.0825	21.2968	22.86	30.2239	18.7498	38.4488	26.8285	17.865	25.8407	19.5524	17.1871	10.2547	5.0454	7.2823	4.8594	8.6978	6.0508	6.148	3.7372	3.4449	3.4068	6.6438	7.4496	4.3776	3.3303	4.0247	6.6624	2.5069	0.4867	1.0741	0.5277	0.1645	0.9292	2.2044	0.4427	1.3712	3.2561
179.2015	167.9253	184.501	180.1583	175.0181	174.0869	150.4257	166.6308	161.116	179.0749	137.9819	164.236	154.2663	119.1889	144.8479	35.3958	34.1894	26.2078	42.6772	25.1033	25.7264	34.9393	13.1182	44.9469	29.5577	22.0577	23.6584	17.0949	36.1575	20.3752	6.0541	2.0724	9.8184	9.3195	4.0847	6.5257	5.869	3.9711	4.1417	3.2632	10.4725	7.719	5.7412	6.229	4.096	0.2703	0.8132	2.0605	2.1057	0.6545	0.7905	0.1125	1.3249	0.4448	1.7328
193.218	147.2074	156.2958	187.0886	182.406	164.6206	153.6479	188.7514	137.7535	187.3123	165.0281	158.9454	146.483	142.521	152.2309	18.0164	31.0651	54.3626	43.6643	21.6937	51.8031	23.5728	14.2869	17.3528	31.8734	17.4344	22.8086	37.9186	21.8255	20.5831	3.1287	3.7986	8.7785	9.5182	5.0851	15.8881	9.2772	2.815	1.9629	3.8091	7.7833	2.8232	13.5476	4.7236	9.4682	0.2326	0.2308	0.6189	2.7589	0.5258	0.9693	0.3456	2.9882	2.2229	1.4965
185.9539	182.2005	173.7172	187.5791	159.9259	161.1681	143.8967	172.9039	182.3061	183.8361	148.9051	155.4259	155.2052	126.6507	99.487	28.8102	27.4495	32.8199	40.8011	33.3761	23.9481	38.9607	14.0481	18.7176	25.7656	33.3519	36.2623	29.6761	26.8758	18.4687	4.4544	4.4791	4.6634	4.6928	7.1224	5.3965	2.887	2.4574	3.1093	3.0257	7.7512	3.8869	8.8395	17.8854	4.0648	0.3678	0.7321	3.7316	2.5733	0.5174	0.6397	1.5274	2.7069	0.6753	0.6923
182.6791	168.1593	181.5064	168.8559	180.1394	158.1828	148.3182	185.2528	133.7353	166.3934	158.4924	135.793	147.5381	88.032	138.6621	47.3573	28.1463	40.9975	26.4667	34.6369	29.4763	58.6701	39.1363	30.727	30.6762	23.5416	31.2323	33.4862	25.26	20.3906	4.2678	2.2674	4.8777	6.1754	7.9405	4.2763	5.6994	4.7024	3.2054	9.3008	9.5231	2.3782	4.631	6.2009	4.5307	0.2427	3.1932	0.8089	0.8054	6.3103	0.5095	1.9579	1.6277	1.0237	1.1588
178.5516	176.7431	180.4472	177.6763	163.2254	171.672	172.4974	173.5122	165.527	163.704	169.7923	155.5711	160.9696	171.4892	95.4468	27.9486	27.0583	41.4528	19.5532	17.2904	50.9694	28.1304	32.9265	34.8039	20.6236	17.8956	28.9953	14.643	28.3546	20.38	6.3809	5.5916	3.0098	5.3151	7.8336	2.9794	5.3027	4.3205	3.5813	7.9463	6.4747	3.0947	13.2606	11.0843	3.4003	0.108	0.8028	3.6786	1.6096	4.3098	0.6988	2.0085	0.8549	0.7722	2.6593
189.0292	173.1706	184.3058	178.2245	167.0053	180.1788	179.8311	168.8134	166.5685	132.9911	164.675	154.3364	159.3976	155.8478	124.75	22.9769	43.5872	23.4297	39.756	32.1173	34.845	31.8365	40.0842	25.0018	40.4431	23.3743	11.1296	27.3193	14.3434	20.73	4.2461	6.2059	5.5243	9.7553	5.9386	3.0424	7.2914	3.4914	1.9523	3.1122	7.8942	4.0264	6.2967	4.8324	9.0621	0.154	0.614	0.3473	1.3203	2.7975	1.8889	0.6879	1.3099	2.0534	2.3213
178.3727	165.966	148.8324	171.3863	179.3217	193.7067	163.4634	180.3753	166.4072	178.5589	159.9252	142.8571	135.3201	136.5074	135.8991	33.9758	30.573	36.3554	26.9375	16.9321	31.3227	33.2706	12.6224	21.4799	52.0396	35.0933	24.1092	19.4925	16.3469	19.1167	2.9087	3.5537	2.5132	7.2512	8.4723	1.5395	4.6345	1.7494	4.3093	1.8097	5.6384	5.8918	3.0189	11.5918	3.7947	0.06754	0.5221	1.6411	1.2699	0.3592	0.8104	1.6502	0.3527	1.5544	1.825
203.669	175.9252	164.5696	169.3825	161.5832	171.9552	164.9645	148.1892	161.6741	186.6753	149.9359	132.7173	147.3537	81.1096	163.6051	35.3747	38.5766	58.0976	31.2548	16.8763	40.8095	38.6089	21.7279	19.2134	56.0231	38.3144	24.7473	32.8203	26.823	30.2394	3.0408	2.2806	4.7165	7.6474	6.4169	7.4465	6.3104	1.7718	2.7993	2.4104	8.8569	4.7866	2.9829	7.6405	8.5683	0.3902	0.6028	1.5123	0.7844	3.1796	0.4724	1.1969	5.3149	1.6006	1.7198
197.3788	169.9179	179.9962	187.6196	172.4164	166.504	150.4069	187.3321	92.3931	181.5924	154.4398	144.0695	139.8272	151.3459	143.2487	36.4207	34.6039	34.3882	29.3189	23.212	35.8522	44.6091	36.1246	23.2522	48.1083	21.0994	19.778	18.0023	34.4353	26.2204	5.0297	2.0085	3.8651	4.2855	4.9652	3.65	5.508	0.9906	3.2453	1.3189	10.3617	7.9398	5.1704	2.888	6.503	0.6744	0.7336	2.2071	1.663	1.2604	0.6058	0.5774	1.3632	3.454	0.5325
185.8057	179.4765	158.7884	175.0465	170.4908	136.3785	162.3521	159.3618	157.5186	159.5056	160.0144	163.5856	153.1647	138.8729	163.3829	20.9869	27.1017	23.2476	41.7985	24.3074	38.8408	27.1944	19.6508	23.4314	51.954	28.6013	26.535	8.1891	36.2331	19.6693	2.373	3.3429	4.1227	6.6845	4.3363	4.1403	3.5542	3.6001	3.8062	3.1904	12.3575	11.4236	4.8016	11.6913	10.6763	0.3033	0.899	3.7545	0.2377	2.0767	0.5684	0.7468	0.6516	1.7637	0.7266
173.9921	188.8681	118.6158	185.21	168.9414	165.9234	153.8022	169.4619	137.0837	169.5369	136.8076	150.1073	150.0955	125.3327	142.0586	28.0003	38.5866	44.7148	32.5443	22.1325	30.605	33.7202	11.5998	9.5046	37.3855	19.2991	27.6519	26.4887	38.8806	15.697	3.7567	3.788	3.8788	18.9933	9.2558	3.8521	3.2763	2.1219	3.2334	1.6309	8.6644	6.1671	6.9562	3.1347	7.098	0.1998	0.7034	0.7069	0.9733	4.3288	0.6246	1.561	3.9328	0.9613	0.8365
137.2549	181.9565	175.3552	171.0385	176.0425	159.8479	168.731	171.3717	160.1131	151.7013	106.7754	151.8774	145.3662	156.6986	130.8782	34.3622	31.6612	28.4462	25.5437	13.5707	32.667	37.1737	45.2084	10.6686	35.0235	41.0087	15.255	21.7541	18.8161	22.1148	4.2996	3.4711	4.2677	8.6582	10.8723	4.1371	2.1902	2.4951	1.2807	1.2883	9.004	6.3816	9.3502	11.7008	4.9575	0.687	1.0324	2.0949	2.1128	1.3133	0.2701	0.2524	0.8123	0.5273	1.4178
186.3216	173.4302	159.3424	171.564	153.984	175.9351	165.1561	166.2785	161.531	165.3996	143.152	172.4882	154.4148	146.5271	150.8998	32.6216	46.0493	35.0062	48.5052	11.8661	43.5688	36.57	27.4498	33.8063	39.7106	22.462	20.5248	25.9189	22.2349	28.4847	4.7398	2.8863	4.4379	6.7901	4.3946	3.3446	5.3603	6.0667	2.3816	2.2528	9.4983	3.1374	7.4097	9.6725	3.5306	1.0116	0.02165	1.1619	1.2721	2.1991	0.862	0.9391	1.9954	0.7823	0.2195
172.6142	193.5947	154.136	179.8466	152.5022	180.6603	159.1359	178.2902	168.0028	173.3946	136.297	160.4572	138.5669	144.7318	154.8647	24.9697	38.6154	27.1314	42.8568	17.6494	23.8111	29.095	23.8392	25.2229	68.9242	30.6996	22.2363	24.0422	18.797	26.0477	4.303	2.5698	5.2019	5.205	6.0503	3.1573	2.628	2.7135	1.7469	2.259	12.1399	8.0455	13.7815	2.7586	3.7844	0.4905	1.4352	3.2892	1.1112	1.0005	1.0231	0.9961	2.1834	0.5714	1.9586
181.2583	158.2953	155.5283	183.5899	154.2954	165.8167	165.332	174.1818	151.014	184.0866	128.7343	155.4094	142.3374	150.2941	145.4777	29.6867	59.1426	31.5999	40.7811	36.0484	56.1986	31.6079	19.2977	17.8298	36.6784	26.2538	16.9739	27.3893	14.9438	31.7731	9.9404	3.1327	2.4723	6.5207	8.2231	3.2461	1.6639	3.0447	0.9706	3.6629	4.5741	8.6833	10.3879	5.0365	4.4094	0.589	0.2957	1.3539	1.391	0.2822	0.9261	0.0419	0.4409	0.8632	2.1723
163.963	191.0716	156.544	181.114	168.1939	181.9372	148.4472	165.0964	168.0252	185.1419	158.5379	163.747	155.4419	151.3177	169.1632	20.2489	35.0995	30.7728	43.5261	10.2576	21.645	42.8124	21.8368	33.219	30.4604	23.0097	17.8639	35.8494	24.1667	30.2893	4.2078	5.1567	2.7102	4.9234	8.9753	4.7138	3.7959	3.2996	1.2742	3.6961	5.1181	4.2291	13.3862	4.5916	2.7966	0.01603	1.3213	1.2878	2.7367	4.2719	1.3015	0.6639	1.6776	0.272	0.8901
168.285	176.7703	172.7276	168.078	166.3449	185.9107	174.2066	172.7512	174.8779	174.7658	133.7825	168.1388	125.435	132.8576	141.0384	27.3219	41.9925	37.1106	31.4258	24.367	22.6333	42.751	25.0134	23.4102	58.1877	22.9198	28.3348	26.2168	25.027	28.8	4.286	2.183	3.8969	4.9916	4.2386	9.1074	2.44	6.5806	2.6138	2.7885	2.3452	9.5374	10.2068	8.3222	3.39	0.6624	0.1032	3.9951	1.3773	1.3935	0.3424	0.2462	1.3418	0.7595	2.2395
181.8816	187.3788	145.8227	185.5532	155.7796	142.5576	151.2928	186.3049	129.9579	167.1535	167.5311	133.7572	139.2864	131.2472	138.3867	26.8253	61.9618	34.0624	32.8233	15.2727	35.4486	44.086	25.9251	36.4308	29.9516	17.8119	20.7281	23.0663	24.0325	22.2882	4.3124	1.597	2.7782	8.6279	8.7443	9.2105	3.7272	1.3406	2.0803	4.1472	2.7762	4.4104	10.3899	3.6886	4.9963	0.1541	0.2739	2.2234	1.2694	1.5101	0.06351	1.0257	0.6972	0.9222	1.304
184.2446	185.3422	166.8078	170.3024	160.1323	187.9708	150.6971	185.9792	174.599	149.2504	145.9617	164.3112	172.6483	138.8854	128.6717	26.6925	30.2501	28.8658	22.4284	34.104	45.8472	23.7075	23.4338	40.1256	20.4122	14.318	18.3689	38.7884	18.8585	28.0193	5.8657	4.0255	10.463	8.6921	12.8022	5.0826	2.9936	3.8802	2.2958	8.2973	3.4122	6.7823	8.8152	6.2968	4.2257	1.3966	0.9902	1.722	0.7687	1.5706	0.0232	0.5467	0.1759	0.1259	1.5926
186.7852	180.3534	161.0341	180.9544	170.1462	184.2147	173.9373	180.4775	142.3627	162.7327	134.7351	142.7022	140.817	120.2138	140.658	29.6355	53.8231	23.4045	35.3578	20.4303	33.6398	36.6828	27.1683	26.282	38.7228	31.0684	16.2765	36.6397	18.9374	19.9995	3.6855	2.8562	1.3588	5.6022	7.9763	4.0236	3.7587	4.5236	2.7826	2.5098	4.1616	6.5635	5.9301	7.6047	8.1327	0.4067	1.2649	0.6258	0.6528	1.7869	0.01069	0.8138	1.1745	0.8514	1.4036
193.0181	178.3709	184.1293	184.4854	165.1167	179.4893	180.7188	164.737	108.0376	169.5122	123.4068	169.0544	129.6332	161.4257	127.6015	30.3135	51.9929	23.8419	20.8375	32.9423	52.7471	55.8962	25.4454	21.1365	43.4014	28.0603	18.4778	20.4562	34.9782	21.4322	4.576	4.172	2.132	4.8338	7.7618	8.4106	1.0015	3.8978	4.9814	6.4695	10.2258	7.3475	4.3949	3.0478	10.2668	1.3521	1.3485	0.3227	1.5557		0.3612	1.9925	2.4402	2.2955	0.952
174.2028	187.0167	167.0357	179.1901	120.5662	173.1472	169.9184	155.1171	167.667	177.2212	169.4074	147.9812	133.898	126.424	156.8342	33.6811	33.3246	32.5473	26.0313	17.3126	28.0022	32.0024	23.1556	23.8143	38.7839	21.5849	19.8714	30.1706	18.0369	24.7962	2.1062	6.107	6.3398	5.9558	8.01	4.5412	2.8013	2.2977	3.663	3.9941	9.9309	3.291	8.3911	4.4178	3.2589	0.881	1.5299	1.6812	0.7896		0.08563	3.8834	2.2745	1.003	1.6052
187.4479	192.3503	166.2285	189.6351	154.3428	170.5641	179.3085	167.6394	128.266	170.2595	144.1745	162.8094	130.2639	125.079	124.025	28.9511	67.4852	55.4936	39.8226	22.5163	34.4838	30.0031	26.3432	22.5303	41.7476	18.4057	24.0788	23.235	35.5587	11.6819	9.716	3.6541	6.3634	7.2806	5.2	4.3315	1.9119	3.0375	7.82	6.5498	8.2585	4.231	6.424	7.2153	3.1409	0.4027	0.2867	1.0906	0.9311		0.2682	1.8761	0.6642	0.1882	0.2241
168.0356	164.7831	169.6649	170.0121	151.9336	163.3933	177.982	168.4225	157.3416	173.6989	149.0637	136.2235	130.7545	137.0385	137.7394	36.5824	35.6927	44.6537	48.3142	43.7357	34.2944	34.6619	30.378	44.41	43.9433	15.4196	18.5794	47.3357	33.4489	24.8854	3.1804	2.537	2.4042	3.8298	3.736	3.2418	2.2148	3.9038	3.4797	7.0354	5.245	6.9753	12.3564	4.3636	4.0194	0.7109	0.3534	1.4164	1.1413		0.1451	1.5532	2.2628	0.7906	1.3723
172.6427	177.7412	170.535	168.5204	138.4244	161.2005	181.5539	180.3703	165.7562	169.1432	136.6532	139.9924	134.6207	144.2882	152.6222	34.8566	52.8588	28.971	29.7033	23.1371	56.3863	28.8222	13.0966	18.8819	39.1883	40.0239	32.624	35.1768	19.6927	38.0728	4.2049	6.1918	1.6241	12.3262	4.1165	5.0002	4.0497	7.8643	4.163	2.7744	8.4069	8.4252	6.2745	8.032	4.531	1.3798	1.2051	0.8149	1.6113		0.7374	0.4539	2.0591	1.7746	1.3518
185.0372	184.0857	162.3482	183.4162	103.2461	161.145	183.9271	171.8365	151.8197	178.3118	162.6398	147.2268	152.8104	142.7403	118.8074	29.1173	33.4786	10.9654	47.5827	24.6112	31.8909	56.0113	24.478	24.7876	40.6265	35.2968	26.1484	17.2382	15.5418	25.4276	8.9603	6.2247	2.102	9.7854	3.3934	3.4242	1.5047	1.5889	2.8197	7.7892	2.2019	4.2574	2.7288	5.2955	5.888	0.6968	0.525	1.6948	0.8745		0.4913	1.0873	0.4686	0.9483	0.9017
170.2058	183.6722	186.4847	174.3718	152.6396	179.8472	170.0914	168.2637	180.2829	183.9741	162.0372	140.0541	157.0828	139.717	122.6871	35.268	26.3059	29.1035	49.3226	21.7249	41.4219	77.3604	26.4084	31.1318	22.3356	17.059	17.8401	30.274	19.3729	17.7101	8.6625	5.5241	2.9784	5.0745	2.3009	5.7898	2.3866	2.8279	2.2537	4.5247	12.5418	3.3013	5.1735	5.3336	10.1637	0.05592	0.8935	0.6825	0.2514		0.7176	0.3054	2.4341	0.6117	2.8771
171.8313	194.9781	182.2773	177.7815	166.7018	147.7254	175.2085	178.2553	169.5806	150.2184	151.1207	137.9936	167.413	158.7113	161.3238	36.8217	25.4267	28.5677	22.919	18.0103	18.5847	39.5472	19.3114	28.78	40.134	22.7614	19.1968	22.6334	21.3614	41.9959	2.6145	5.5778	4.0322	1.9834	14.4401	4.2087	3.2299	3.7771	4.2024	1.369	4.2837	2.9511	4.3479	3.719	3.9151	0.2245	1.2311	0.6369	0.9755		0.5993	0.2779	0.8904	1.3683	4.0238
186.7433	174.8464	170.5375	161.2544	170.7157	169.025	175.2256	160.8007	151.2999	162.7075	156.758	170.6144	163.3075	122.5269	154.9072	24.8993	31.7991	29.9795	25.2379	32.799	37.306	32.1761	22.5748	24.3695	21.7851	6.4721	19.1085	27.7202	18.78	32.7397	4.917	6.7652	2.6525	6.6704	5.5586	6.8341	3.2315	3.4446	3.7673	3.4533	8.5863	3.1151	5.8578	2.0706	2.2471	0.1642	1.712	0.9115	2.1156		0.2569	0.2994	2.1728	0.5332	2.2378
179.8705	170.1143	188.355	151.2948	148.942	188.2923	158.6779	175.9935	165.9807	169.256	150.4284	136.999	157.7111	105.2388	143.744	35.6266	29.0007	44.4563	19.8758	32.6683	39.2832	54.6127	16.0555	38.5238	27.817	37.6425	21.4547	20.5102	30.9105	33.6488	3.3197	2.0141	4.4992	7.0567	5.6021	1.9969	4.1065	3.7422	3.0757	2.2875	7.5135	3.4776	6.4645	6.7361	1.5574	0.2354	1.712	1.3118	0.6612		0.2191	0.3704	2.6242	0.9417	0.3333
