sca12mouse6e	sca12mouse6g	sca12mouse1a	sca07mouse1c	sca07mouse1i	sca07mouse1j	sca00mouse6c	sca00mouse6d	sca00mouse1k	sca18mouse1e	sca18mouse1f	eso00mouse6c	eso00mouse6d	eso00mouse1k	eso07mouse1c	eso07mouse1i	eso07mouse1j	eso12mouse6e	eso12mouse6g	eso12mouse1a	eso18mouse1d	eso18mouse1e	backkm4100mouse9	backkm4100mouse0	backkm4100mouse1	backkm4100mouse2	backkm4105mouse3	backkm4105mouse4	backkm4105mouse6	backkm4105mouse5	backkm4114mouse7	backkm4114mouse8	backkm4114mouse9	backkm4114mouse0	ear00mouse6c	ear00mouse6d	ear00mouse1k	ear07mouse1c	ear07mouse1i	ear07mouse1j	ear12mouse6e	ear12mouse6g	ear12mouse1a	ear18mouse1d	ear18mouse1e	ear18mouse1f	paw00mouse6c	paw00mouse6d	paw00mouse1k	paw07mouse1c	paw07mouse1i	paw07mouse1j	paw12mouse6e	paw12mouse6g	paw12mouse1a	paw18mouse1d	paw18mouse1e	paw18mouse1f	backkm2900mouse1	backkm2900mouse9	backkm2911mouse0	backkm2911mouse1	backkm2911mouse90	backkm2911mouse2	backkm2400mouse4	backkm2400mouse5	backkm2400mouse8	backkm2400mouse9	backkm2421mouse1	backkm2421mouse0	backkm2421mouse7	backkm2421mouse6	is00mouse6c	is00mouse6d	is00mouse1k	is07mouse1c	is07mouse1j	is07mouse1i	is12mouse6e	is12mouse6g	is12mouse1a	is18mouse1e	is18mouse1f
17.0948	8.4379	70.1547	25.1241	15.6239	6.4476	69.2034	56.7038	129.5486	26.6364	1.4912	178.5539	175.9349	156.9025	35.3202	48.6708	29.7443	8.8442	1.2796	3.7877	0.5555	0.8493													105.5849	125.443	163.9691	24.1985	84.596	35.5052	38.0086	23.7366	8.3713	2.5758	6.8799	6.3825	160.7268	173.9772	105.0162	3.6478	37.7182	68.0947	51.8997	20.6803	4.5691	1.297	2.5182	1.7681															164.6727	123.1075	136.0317	15.5643	8.8763	4.3488	36.2584	7.6988	10.9662	30.1905	4.5703
24.3062	10.6925	61.1041	17.4001	16.0864	7.651	48.198	61.9708	132.7883	22.1187	1.5115	177.0876	171.0657	140.5917	30.163	33.2545	27.6145	11.2849	2.0614	4.7573	1.8873	1.6269													115.3659	25.221	152.5001	19.1364	91.765	38.6618	25.2559	19.7976	5.3617	5.5566	6.0724	5.4038	176.1788	180.111	71.9292	17.4739	22.9907	56.1795	51.0081	21.9028	14.6889	1.7929	2.4713	1.0126															128.347	113.8	172.7277	15.4885	6.2872	4.5862	75.635	7.1225	13.9225	35.036	21.5637
32.6418	10.2467	42.5143	23.3645	13.6413	7.0967	68.5615	56.5226	128.0344	20.8563	2.2745	174.4217	174.638	144.7057	34.7934	32.3318	31.6147	2.5876	1.4578	5.0505	1.6335	1.5432													129.8932	77.9544	140.6102	43.3769	41.2243	38.1399	57.4346	34.1105	14.8863	3.427	3.1615	4.8425	189.2375	171.2537	95.4068	14.4075	66.5645	29.2898	23.1574	19.1507	15.7828	0.7409	2.611	1.975															129.8723	163.9851	160.3322	20.4309	5.912	4.5609	78.1206	7.2955	9.0653	54.9772	6.0185
21.7723	8.843	55.2497	25.5081	13.255	7.1509	51.1396	64.7784	126.5941	20.8376	2.0625	174.5638	169.5878	159.9316	31.8651	29.111	51.2204	3.3503	1.277	5.3459	1.1578	1.5803													93.056	98.1918	164.0167	25.132	38.611	54.3736	34.5415	23.9862	9.0088	6.9063	7.4009	16.7143	165.4896	190.4399	103.0398	15.7429	33.1238	81.125	67.4549	26.6749	14.2683	0.8627	4.3659	2.0009															154.0175	128.6503	160.009	14.2135	9.6292	4.5519	20.6086	7.1164	12.2939	30.4367	6.9155
32.6385	9.8271	48.2643	23.0186	14.8922	8.3562	57.3525	62.1095	112.2106	24.5919	1.6714	177.5765	178.881	131.9114	12.8205	24.8076	40.9057	6.637	2.5959	5.3283	1.8649	1.4933													99.9651	106.815	72.7106	21.9587	85.9762	32.0156	58.0731	15.2613	9.1238	5.3206	11.0651	13.1451	167.765	176.9042	100.0639	18.2227	71.6038	81.4075	21.8575	13.8703	14.6747	2.9294	1.6782	1.6886															103.0141	135.4806	155.0893	13.2915	8.6548	4.5264	34.96	6.6026	13.2993	16.8894	6.4221
26.0752	11.9586	45.6635	21.9188	17.9892	8.3011	79.5782	61.1452	118.6578	26.3102	3.0053	185.0367	175.1126	154.9698	47.9046	40.9026	32.1157	6.3408	1.2542	2.59	0.22	1.8103													129.7839	25.2529	155.2128	64.39	34.5306	36.1391	72.7263	15.6999	4.3226	2.1476	8.0125	5.757	167.9408	188.7909	89.6059	14.9546	47.2575	72.877	37.3218	11.3031	14.2932	1.4532	4.2969	1.7575															139.8485	152.5499	176.2431	26.0656	10.7216	4.3054	43.4929	6.025	13.6185	42.0643	10.25
17.1346	9.8303	43.0437	22.8281	17.3944	8.1857	71.1089	59.0292	111.1905	23.6951	1.0129	169.2614	171.8218	133.1417	24.6005	39.2862	24.6493	4.1222	2.7518	6.8696	0.1965	0.9032													133.169	99.4199	164.0298	38.1752	41.7271	27.1868	47.358	28.5927	10.348	4.6473	8.5684	5.8401	184.7865	189.7848	111.8597	14.0912	23.284	54.9142	13.6421	23.942	8.8794	1.3955	1.8891	1.237															155.7329	149.4298	161.1079	25.3175	6.1238	4.2842	69.4419	6.0968	11.3533	53.6558	8.1444
11.8786	9.8462	49.3827	21.3368	14.7861	8.0862	77.6684	60.2409	113.499	28.1612	4.8086	181.208	180.924	158.6024	28.4976	23.538	17.6425	3.6509	2.3656	4.5139	0.3827	0.7307													113.5084	84.3039	138.6127	21.5217	26.8642	20.842	89.9483	31.1417	11.6493	1.7812	3.4666	6.111	189.1772	186.829	68.9461	14.4405	43.4288	63.267	42.2354	12.9643	14.0856	2.9579	6.965	3.703															143.2657	95.7461	178.1225	13.6136	6.6734	4.5126	90.8619	6.0906	10.5646	18.1927	2.2886
27.3229	7.7955	41.7948	16.5949	16.4494	6.5611	39.1969	55.4421	116.1516	22.5501	2.0609	187.4937	178.7773	155.7475	25.8842	24.0046	34.5845	7.9858	3.3589	5.67	0.7131	2.8887													125.5864	26.1558	152.3626	41.8931	54.1531	26.7922	84.5584	19.0773	3.9311	17.4459	6.2706	5.2999	175.2001	187.1177	99.9333	15.4491	49.567	40.0397	7.2511	13.5887	14.2845	4.1238	8.714	1.9733															144.0124	112.0438	139.3226	15.1227	8.0231	4.7109	59.9625	6.7649	7.3301	35.9183	14.3252
23.8881	10.5669	44.0026	21.4456	19.6832	7.3847	57.5778	59.3239	113.7746	25.6782	1.4472	175.105	179.1531	165.8503	47.0011	25.6412	21.186	8.6811	1.8688	3.872	0.1267	1.6439													130.3476	103.5516	123.2988	21.846	59.9415	22.7421	88.1226	24.0762	6.9716	7.0809	4.8195	7.5184	196.2469	183.4624	81.9196	12.6028	71.6593	42.1972	17.5474	11.5939	26.3227	2.0111	1.2142	1.1807															156.5484	110.7927	142.0778	10.3594	6.1416	4.3467	59.5211	6.5687	19.3032	56.0039	3.7687
18.4414	11.0777	46.7997	19.2686	21.2264	6.4389	18.2131	58.8293	122.6144	21.7675	2.5257	185.4452	165.9987	166.1216	19.3747	14.1101	36.6536	1.4054	0.4468	4.1666	0.4776	0.7251													121.1863	100.0221	157.6031	34.3428	33.9295	43.6061	66.6694	44.6168	22.9525	5.2745	3.2466	7.7675	193.8321	192.1827	110.5852	12.551	26.1519	35.9865	17.427	29.1207	15.0166	3.5112	3.7967	0.5848															162.4524	130.378	143.0648	13.5916	9.9799	4.3526	69.3062	5.703	13.274	30.5811	16.7593
15.7801	11.4125	48.2504	23.6349	19.5878	6.557	47.9725	56.2224	114.8638	21.4487	2.0495	182.8881	172.755	126.977	24.562	22.9893	20.043	6.5817	3.1244	4.5573	0.3913	1.4598													112.4814	121.8908	117.6056	57.5452	43.3365	17.6963	93.3492	32.9095	12.6474	5.2769	6.9507	11.5783	178.9589	187.4616	120.8931	7.4852	26.4409	56.7498	11.2653	19.2356	13.3849	8.771	4.5	2.8517															80.5906	141.2707	148.3629	18.7347	9.2142	4.4388	57.3753	7.83	10.4815	47.8431	9.5235
40.1566	10.0358	42.0326	23.878	20.8928	7.7021	56.1844	56.4861	120.1449	21.0396	2.1635	172.841	158.4591	136.4044	42.0984	38.1088	24.1133	7.0786	2.0306	5.4236	0.2189	0.5884													110.7421	88.9731	125.8657	20.4787	141.3196	37.4987	35.8983	34.198	10.3126	6.4342	8.0646	7.1291	192.1854	201.1771	66.1246	27.3107	43.7313	58.9916	16.5644	20.6533	2.3264	5.7684	2.0492	1.1087															108.9575	115.1789	153.7031	11.6878	6.6572	4.3587	70.0182	6.4365	7.4772	38.5385	14.3958
23.3173	11.4319	48.2541	23.7687	20.0504	6.706	87.4579	56.0693	124.799	23.182	1.6632	181.6562	131.3339	156.8303	41.6884	18.0137	35.0558	2.9025	3.1531	3.7321	0.7518	0.4815													132.6011	102.4583	112.1462	14.4654	48.7004	31.5528	81.2972	10.242	6.8981	4.3754	10.7833	5.621	176.3354	191.3673	117.8752	24.7554	48.9342	78.1007	25.5966	25.6595	21.5579	2.0889	2.9869	0.1448															103.2247	127.3315	175.483	15.843	7.7394	4.4438	99.7224	6.754	10.3225	60.3514	3.9325
20.138	10.034	53.7269	21.8824	20.6588	7.3101	54.1364	50.6467	123.5053	23.2607	3.7777	172.2162	169.1937	155.9369	28.0624	19.9283	18.0441	5.7615	2.7529	3.3017	0.9628	1.8127													107.4277	66.0317	108.5113	32.4022	43.0497	19.0338	29.3291	12.3971	7.1961	3.1337	4.8865	6.9698	180.8801	192.3987	117.0928	51.6346	40.7871	39.4536	45.1379	32.5027	11.4277	4.163	4.5753	0.3234															122.4099	96.2574	157.1235	7.9101	6.6018	4.5608	108.9083	5.8959	10.4193	50.0461	14.3788
13.1855	10.2903	45.6716	22.0056	18.9158	6.1923	57.9043	57.2894	99.9423	27.5564	2.5066	172.3847	178.2476	148.141	35.2437	36.9794	28.3229	7.335	1.5925	10.8658	1.6879	1.3976													131.7846	92.6309	157.74	33.7302	23.8221	27.4959	54.1254	15.1357	9.0065	8.1522	12.7553	26.4871	184.2551	186.6907	81.0543	59.2316	70.5109	53.1205	39.6461	20.449	17.6197	1.9776	3.096	0.1374															135.4625	123.3479	143.2831	7.8997	9.0886	4.4208	61.4617	6.1139	18.2007	16.1571	6.5311
29.8101	11.2965	44.2171	23.943	19.8236	7.1923	46.884	61.0651	124.0355	21.8748	2.7028	187.6153	163.36	129.7851	29.7838	24.8918	26.4852	5.6736	4.805	5.5044	0.8487	5.4521													91.7653	50.1736	147.0625	38.4817	74.9808	68.1827	45.8174	27.0988	7.5285	6.2304	13.483	12.106	198.5561	196.1566	47.221	73.8906	36.8107	55.7447	32.5034	30.2416	18.3535	2.9664	3.8845	1.8496															105.3129	104.7547	124.4637	18.7929	9.285	4.3763	39.6939	5.4246	9.3402	32.7148	4.1075
22.7264	11.4485	51.6722	23.3569	20.5575	7.3068	57.308	59.7242	115.3871	20.2372	2.5468	183.1313	169.6861	139.6438	36.999	26.6676	10.6214	11.5282	3.3962	8.1986	2.6551	4.1941													150.1834	108.4434	147.657	49.5487	73.5608	23.0537	89.9422	46.2719	13.9168	1.7874	5.4837	5.9917	198.1966	184.9996	99.1966	49.7509	31.8159	66.7992	18.9694	8.6942	25.5023	1.5195	3.8771	2.7612															164.9984	99.1427	133.0384	15.1472	10.3345	4.4842	11.7959	5.8881	23.2806	29.7161	10.6751
20.2229	10.8664	60.7336	25.8239	22.0161	6.5661	67.4589	48.8411	117.6761	20.0707	1.7572	187.1786	182.273	124.364	38.2904	17.5314	46.8284	8.5425	5.7794	4.8327	1.4471	2.0158													135.3672	100.438	143.2484	28.3243	81.6601	14.1962	99.2032	12.2643	19.3407	6.4913	5.4145	6.4526	189.794	194.222	111.0835	49.9844	44.1862	44.7114	16.9227	27.1544	21.3892	11.6588	0.9438	1.4543															129.4231	113.4706	136.3325	19.1997	9.8151	4.2722	66.4387	5.8788	27.7757	56.7902	10.0346
18.7581	11.7378	45.5873	22.6305	20.0036	6.7762	45.7678	60.0112	125.1625	24.7534	3.7439	172.5421	173.404	159.8827	41.5065	31.2559	38.6302	4.8056	2.7756	8.884	0.7338	1.4886													105.3295	93.4868	133.6235	19.5783	97.0226	13.6073	59.275	15.947	6.7252	10.2558	4.7626	1.9189	182.3915	198.7535	110.1044	31.68	36.8266	55.5993	29.5432	3.2214	9.4687	2.8788	1.9131	0.804															127.082	103.2028	175.8183	9.6098	6.9722	4.3881	59.2615	8.529	11.6989	46.6354	5.5322
33.8235	11.6002	39.2142	22.4719	20.0369	6.7981	56.9778	58.0558	133.8713	19.2229	2.616	176.4727	177.275	135.8677	38.1382	64.0236	26.6944	5.3327	8.2358	4.9681	3.1286	1.4453													147.7348	112.8523	102.1377	32.6781	70.725	23.0745	78.841	25.2717	23.5357	10.1984	8.754	27.6129	177.1056	194.4184	95.111	40.5792	35.6615	51.6184	22.7053	14.6319	11.1368	2.3456	2.0798	0.2911															145.2363	94.8316	138.2028	15.2894	6.2382	4.2528	15.6194	17.246	30.8352	42.9821	6.0133
32.8609	11.6075	45.2197	23.6646	19.46	8.1649	66.889	60.1429	119.4948	21.1762	2.6388	176.3181	171.4699	149.3695	32.2677	13.6039	34.3731	5.2063	1.7377	8.4993	0.05411	0.9719													101.4528	97.7193	147.6983	52.5462	52.149	49.4124	105.5455	23.3988	11.419	6.2926	7.8826	22.3147	186.3371	194.7908	90.2237	32.0507	52.915	23.6575	35.1948	19.2234	19.0606	4.2721	2.1139	1.1921															143.1621	107.1526	147.2808	13.1054	6.746	4.4165	46.7787	13.4656	22.6857	41.4364	8.9992
30.359	12.5889	42.1833	22.2814	18.5541	6.7195	51.9579	59.9371	138.7454	21.7909	1.6421	178.5762	177.9814	162.3459	44.454	21.072	30.1501	4.817	3.4678	5.3841	0.04643	1.2568													142.1422	73.6741	179.5558	31.0509	48.6222	33.3637	79.2186	20.1906	6.0395	5.6803	13.2702	14.0938	182.4561	191.4667	96.1319	60.2986	36.0539	65.87	22.1972	25.6313	19.5085	1.9961	4.4856	3.0684															126.6354	133.9824	185.3928	16.5086	5.9341	4.2793	39.3503	6.6023	10.5136	20.4645	1.2072
30.5345	10.23	41.1239	25.0566	19.7799	6.4393	50.8666	56.6527	128.6242	21.9148	1.8218	177.7036	178.2148	153.2667	33.0868	30.5332	24.4027	2.4608	6.2541	11.2167	0.7643	1.588													92.1687	31.6043	166.8175	54.8138	91.8362	30.6033	64.1947	22.819	8.7558	5.5228	14.0714	13.6681	180.7206	196.3973	125.2179	30.4911	69.6011	52.7617	9.6326	34.7147	18.9321	1.8707	6.1249	0.07475															137.0756	156.2637	191.3181	17.0978	7.7017	4.6096	39.4088	8.1054	15.0868	70.8208	11.1628
30.4536	11.0044	48.0949	23.4353	19.7378	6.6748	55.7385	60.4299	122.2947	24.9226	2.2773	169.3286	178.2751	138.7356	44.2788	35.0368	26.0125	3.4786	3.65	8.1622	0.679	1.2919													111.057	126.0881	151.8639	26.9436	66.4447	41.56	58.9712	28.4081	10.6012	1.9515	11.2714	14.4267	190.5284	193.8611	126.4646	35.1532	30.886	63.6233	28.6305	2.6371	12.5262	1.0374	4.1891	2.6265															110.7833	119.4996	182.6963	10.9762	6.5013	4.1509	24.9556	12.1305	7.245	41.6393	6.8824
27.2369	10.4017	46.34	23.7715	21.0918	7.4878	45.5335	57.9707	130.3997	21.4943	2.6179	189.1754	172.8924	142.2656	41.3254	35.5904	30.4271	2.4314	1.7439	7.2222	0.3291	0.7158													58.5471	136.5907	122.6849	28.4717	59.0331	20.3064	39.1974	21.5657	13.1199	6.243	5.1043	3.1285	177.962	192.5436	129.72	39.2866	69.0612	48.751	30.9357	2.4687	11.1818	12.19	12.9259	1.7885															96.6399	124.2291	137.9427	19.6431	8.7041	4.2893	27.1995	10.9182	7.9551	11.9452	14.4697
34.9506	7.8752	45.4434	24.49	20.6137	6.3529	50.5627	63.521	124.3729	20.9777	2.9266	190.573	163.8589	133.3375	43.1049	22.7046	18.0353	6.7198	2.1867	5.8839	1.3982	1.3182													107.7153	112.8402	122.7464	11.0514	86.0401	26.9562	53.1836	58.8695	16.1297	5.0503	10.7664	21.9519	182.7211	198.611	89.6979	39.6206	61.118	58.2649	14.8962	10.7413	16.2791	4.087	6.0159	0.6124															102.4703	116.0736	141.0173	16.2258	7.9647	4.0963	41.966	12.7166	8.0916	20.5943	7.531
31.8154	9.0118	42.8646	22.6402	21.6524	6.9108	54.5145	64.3242	112.8899	25.2341	2.6946	184.7741	159.843	153.898	43.0264	41.7129	31.9534	4.8173	5.4096	9.3084	0.2185	0.3752													114.691	135.162	129.8237	32.9873	53.9909	94.1672	55.3838	14.1254	8.8831	2.0893	8.9218	17.2679	148.1152	187.8587	109.8317	32.485	39.6478	80.7614	14.9543	40.3707	16.2864	12.5442	2.1402	3.1821															105.6762	105.4582	169.0127	15.4653	7.3109	4.647	14.5719	11.6443	10.0391	19.9216	13.4123
32.0905	9.3454	41.1623	23.8289	20.7982	6.5123	53.9234	62.796	132.2351	21.4244	2.6799	178.8878	176.9503	159.1592	28.7009	34.3079	25.4762	3.6287	2.0238	9.0587	1.5859	1.9899													114.4654	114.0169	149.1678	52.192	82.0958	25.4792	81.7615	17.046	5.9332	5.9954	8.4096	20.6464	166.2471	188.5109	107.9112	51.2539	32.8293	33.6204	29.1174	25.7897	9.5727	10.8779	2.2186	0.247															116.8095	151.448	130.1018	14.4796	7.3176	4.1726	14.9229	16.5868	10.3998	8.245	21.1888
29.3149	8.4253	44.743	20.9689	19.1881	7.3531	40.2508	64.5667	109.9184	24.4405	2.2443	180.4309	157.7685	163.4098	30.1447	19.2072	34.9948	6.35	2.2859	10.3124	0.4528	1.14													81.2656	93.0998	78.8623	31.5706	48.933	44.1361	67.1951	19.8286	17.9484	4.5177	12.3444	18.6561	180.3932	189.0511	108.4102	23.8706	56.2031	44.8044	27.5024	21.6266	18.4636	7.2757	5.2043	1.8349															87.7198	132.5065	93.9969	21.5831	6.9136	4.672	14.2406	12.5636	9.117	6.8027	10.7607
27.4995	9.5632	42.6505	21.2071	20.1053	7.4027	53.0421	57.7688	118.2913	23.5928	3.2099	184.5422	169.3009	125.7955	32.9639	19.9805	37.0502	4.0895	7.4023	14.3852	1.0524	1.8074													49.9853	30.2644	160.2745	29.0197	48.972	23.585	87.6041	28.7357	8.0925	6.8099	7.9388	4.4272	177.7099	187.8284	111.5817	22.3208	26.6179	45.802	44.9794	27.3492	13.9384	5.9045	3.6063	1.5928															125.9728	103.81	142.455	23.9426	6.0677	4.4034	15.376	17.9665	9.2319	14.5857	9.7178
28.8601	14.4922	41.7559	24.3503	21.6328	7.2482	39.5545	58.7908	139.0109	23.1265	2.8088	173.6409	160.496	153.8185	34.9601	18.8094	27.8222	3.0016	2.1055	9.8326	1.4666	3.5568													111.6048	111.3464	170.155	18.9253	59.6747	29.734	72.5593	17.3322	15.6816	5.8225	22.736	30.3333	178.541	193.3444	107.2437	55.9356	41.6332	33.9397	29.2713	9.5767	19.7823	2.6489	3.2144	2.702															105.2503	86.9096	159.4316	16.6085	6.1105	2.0756	55.5416	9.9329	8.9178	11.6047	11.0835
29.2904	10.7087	45.1665	25.6205	18.0377	5.0614	58.8299	58.9243	103.7341	21.8072	2.5058	183.6383	175.0613	161.7636	48.6497	35.348	33.9109	2.0528	5.3194	9.2271	1.0925	0.237													129.6994	107.2684	159.2719	39.6989	30.0884	45.9841	90.4859	39.7602	9.2888	3.754	11.4908	22.6771	182.2235	200.0105	166.2717	32.426	32.4112	35.8693	33.5113	19.0544	16.6353	11.5088	2.246	1.2951															135.8303	110.3059	173.5816	23.9364	7.6403	2.0843	53.6984	6.6968	8.4915	5.631	15.7801
27.5208	8.3773	41.3707	25.7701	19.63	5.8527	38.994	58.6589	143.1574	18.6482	2.5141	164.4071	154.2906	139.5849	34.7742	13.3384	34.2824	3.1166	3.0047	6.4297	0.5753	1.199													78.7389	94.5093	109.3313	36.7483	40.7467	53.0701	47.0592	23.3635	23.6734	3.1672	4.7436	30.8351	180.1518	188.8379	166.4871	41.6837	23.9763	50.1003	13.4278	17.9267	22.5607	10.6175	1.7438	1.45															110.8687	148.8443	150.9139	16.7524	11.7887	2.1827	8.3432	8.3285	34.9421	14.4972	11.1326
31.3443	13.0568	41.8917	21.0918	22.0346	5.3427	53.7038	61.7602	123.5184	19.6888	2.5254	165.3937	165.3816	141.1092	33.4129	21.2516	24.9789	3.647	4.1048	5.5671	1.5117	1.8177													114.4506	103.7395	90.638	24.7307	26.9976	29.0863	32.2489	15.5097	8.4704	1.8762	17.3291	7.8037	137.9524	180.853	165.8074	24.5233	31.9033	39.9155	18.9289	18.7272	28.4281	1.7268	3.389	3.1218															100.1846	106.0832	90.2163	20.7243	7.0167	2.2335	44.5407	8.1906	9.1153	30.3094	3.0644
29.675	9.9369	46.1394	21.7088	22.1837	4.7965	44.1882	60.9703	117.6939	24.0348	3.741	176.277	169.2207	132.9497	11.5258	28.2268	30.4486	6.5699	6.8601	9.0756	3.0643	3.17													114.9225	116.3311	100.2167	51.4095	50.5746	38.3288	89.7145	24.0304	26.1873	3.9624	4.4588	27.553	176.3204	190.8817	156.4869	41.6731	28.3401	39.6626	17.0286	6.8754	14.5717	13.2308	2.0132	0.07536															126.9983	121.4832	158.5194	12.0859	7.3306	2.4482	49.8908	10.0968	9.4785	28.4933	2.8349
36.0842	9.6154	55.5269	21.8723	19.381	7.189	43.0719	60.4378	119.6195	24.4986	3.5885	158.4208	173.0734	146.2712	38.4854	39.5982	31.9858	5.7659	4.7974	6.5249	0.9001	1.3065													97.965	127.8643	177.651	6.5371	85.0288	42.5054	70.1448	26.3949	8.258	9.1753	6.6078	8.2693	179.3105	188.9345	154.3664	31.2166	34.3528	49.3531	16.2432	17.0114	15.9957	2.9825	0.6806	1.7314															136.3396	162.2524	172.3411	16.2345	6.9385	2.305	28.313	10.4887	17.1845	8.6971	2.8481
39.5579	12.6551	42.4957	21.0571	21.6186	5.6851	56.3102	64.2191	119.2432	25.4491	2.7436	194.393	169.0098	125.3223	40.769	33.9387	25.9083	4.4074	2.7172	8.9818	0.7021	1.2222													127.3312	100.2032	138.6839	39.0994	65.2893	19.949	101.7368	20.304	9.5122	11.8336	5.683	15.1323	163.5974	186.4085	165.7468	30.8889	25.9721	48.6825	15.1592	15.8739	25.504	5.0529	5.151	0.1499															124.8251	105.7228	168.1679	2.9833	6.1832	2.4976	37.6083	6.9361	9.2203	6.7015	10.064
28.9878	8.7688	42.0726	24.073	20.3747	6.1623	50.9066	60.3402	113.1077	22.5789	2.7598	171.1628	173.1509	144.7076	42.6693	26.3638	33.5427	6.5596	5.6441	13.6565	0.8904	0.7492													119.3553	129.2508	102.5042	35.0487	88.5038	55.0351	81.9564	36.7505	5.939	10.4669	16.6778	19.8466	170.7109	165.884	155.0195	36.6787	32.3451	55.3025	11.6193	19.8758	12.449	3.502	0.797	1.7579															157.1621	132.1694	155.8013	3.8663	6.8425	2.3725	61.1448	6.8037	12.2019	14.126	13.1868
32.1792	9.4391	53.5489	26.2795	21.2169	5.7535	58.6728	59.3487	114.2663	23.4148	2.7096	136.7528	188.2029	163.6968	48.1784	29.3794	18.8233	4.2123	2.7229	7.6654	0.6473	0.3423													141.0616	72.5709	159.7493	54.0883	67.5185	24.4033	146.7616	6.0462	11.0385	5.2128	24.7184	11.2249	174.9874	128.1229	144.4682	44.9068	40.5789	46.2351	15.485	29.5257	18.0803	2.0115	1.3206	0.2399															138.8908	92.1741	110.3303	3.9038	6.7523	2.3014	39.2333	8.6056	9.5802	22.6804	10.4778
28.9765	8.6281	48.7377	19.6839	19.4931	5.4534	56.4984	32.0125	117.6885	21.8194	1.5695	175.107	175.702	170.8316	36.0237	37.5934	13.6864	7.7066	5.3595	9.8966	3.3289	1.4259													109.8232	104.7247	131.4228	32.633	52.1004	33.4254	51.1625	36.7764	6.6297	10.6584	9.9961	8.4166	164.573	169.2063	146.1185	37.0763	35.8255	43.7098	7.4612	9.3337	10.7466	2.2953	3.5944	2.0169															147.083	116.4304	90.328	3.1868	6.6831	2.0983	40.43	10.8294	13.5821	14.8413	4.7993
30.754	8.9149	53.3652	27.3793	22.481	5.9184	48.5334	65.9917	127.9151	25.6077	2.1355	194.9	180.0926	124.8198	53.5771	12.3954	33.617	3.0134	2.7588	10.739	0.8843	0.9576													114.7465	95.7981	167.5344	36.5257	28.9157	33.6887	34.7858	31.9374	18.8936	13.8137	14.8269	10.3904	163.4389	153.2554	136.5784	34.8851	83.0831	37.2975	8.4714	30.7561	12.0992	5.2464	3.4979	2.4633															145.4821	119.3594	146.9134	10.593	8.1458	2.0801	40.3323	8.9261	10.5935	16.8624	13.1378
31.802	14.5048	45.2012	19.5299	21.4121	8.4513	45.0682	58.3103	114.4795	22.5661	2.0788	163.9816	164.574	173.7101	37.9492	17.8954	23.4899	3.5635	5.7524	7.3842	1.0099	1.4085													91.7608	29.8836	120.0298	14.5565	17.3373	50.9057	28.785	52.6024	15.5781	11.2015	11.9845	7.7025	168.3534	144.4233	161.0482	30.5361	31.0777	34.125	14.0679	12.9819	14.7455	4.2154	4.0463	3.2313															132.0514	120.426	172.7814	5.0322	8.921	2.4	41.9309	10.5382	11.5735	8.161	1.3926
27.6986	9.2393	49.1292	26.1116	21.0441	6.4966	57.5241	57.3641	120.5127	25.0621	1.8549	189.2904	173.9972	164.7221	39.2604	27.6032	33.9342	6.4569	4.3831	4.3946	2.3262	2.2007													124.7065	110.5042	171.0704	74.7283	66.4179	39.2631	66.0591	20.0861	11.727	2.7965	10.3589	6.5862	173.7592	133.491	138.0014	48.0882	32.6805	86.6863	6.0622	16.9729	15.0857	4.4419	0.7894	0.9049															130.0088	91.0295	177.4717	3.3521	9.228	2.1428	45.0382	5.7189	12.4761	13.0587	18.0135
32.2374	9.0286	40.0404	23.2454	21.6639	5.4991	49.4585	59.727	106.4255	20.7143	3.6862	193.8304	168.709	138.4503	39.5842	40.493	44.3588	5.408	6.8793	7.8772	0.8488	0.7755													112.4688	109.5507	148.734	36.4891	42.3628	37.3326	23.5581	28.1719	15.1889	14.6887	40.7682	5.2131	171.2181	163.2094	161.5009	34.3609	51.4377	55.2363	8.3869	12.0435	12.4205	2.5038	3.9341	1.3394															137.4029	97.8289	135.8491	11.2175	6.4451	2.0908	41.951	4.6771	12.2605	14.7222	3.3052
30.4486	13.1246	34.4797	25.3403	21.6583	5.646	42.059	61.883	113.7269	23.5524	5.0156	176.9983	174.7416	159.6479	33.0074	13.5087	27.3237	7.3034	0.9055	7.7775	1.158	1.1732													110.9318	129.7555	130.6282	46.3913	28.7013	29.8445	10.6076	17.8957	5.722	9.6988	19.5451	13.6765	163.9246	166.3339	138.404	29.5193	39.4805	39.8894	9.5583	31.6414	20.8738	12.0178	1.2639	2.7858															125.9735	125.1908	85.1851	8.2019	9.282	2.0956	67.2376	5.2895	19.7534	8.8305	6.064
31.7968	13.6014	42.3568	21.4675	21.5777	6.0509	53.3984	60.1878	131.218	26.7479	2.2965	180.6898	172.5316	127.1686	16.3384	26.7114	49.1364	8.9389	5.4819	6.3306	0.3637	0.3759													131.8278	109.0283	143.7807	28.895	59.1253	50.0184	64.7138	31.6064	22.1184	5.5314	8.8116	15.3333	152.2415	143.9615	155.021	28.3954	46.3564	46.4069	7.0352	23.0019	13.7345	3.525	4.5346	1.7532															119.6809	105.5397	74.1505	4.2659	9.7173	2.1459	42.4365	7.3633	8.6309	14.0949	4.3872
