mouse6c	mouse6d	mouse1k
133.6408	155.6784	53.6042
31.2055	156.7739	138.4009
135.6376	139.2754	72.3275
116.9289	151.1451	100.5413
151.7555	155.545	176.1965
97.8006	137.8715	147.3754
135.4769	150.7882	163.4461
136.4813	135.8959	147.0519
113.0674	170.1146	148.4489
142.1901	161.7306	163.422
181.5642	114.6953	148.3855
124.1608	154.4388	83.3744
118.9456	68.3844	148.7735
144.7932	132.7432	151.5299
130.6366	138.8725	129.3833
23.0947	126.8699	139.2352
104.3514	153.1718	140.6663
163.0914	138.3076	152.243
115.2654	152.3769	136.9643
134.0627	115.6795	137.4437
108.3873	161.9345	118.0031
116.211	167.2463	117.4726
103.9792	123.7641	142.9989
69.3176	138.5013	154.7787
182.0081	169.7186	108.4149
123.5463	122.275	140.1982
149.2811	83.7336	142.6241
84.7105	177.6945	149.279
181.6101	123.0581	163.9017
128.3816	142.3818	129.1027
140.0996	154.9364	118.4197
144.0886	121.6022	119.2425
97.3631	171.9105	141.132
112.8375	149.2945	138.3701
130.604	97.2249	139.663
126.8883	151.0598	96.3977
178.5435	125.3107	131.9026
115.4237	102.1123	156.0017
174.8546	90.0514	146.4152
125.6358	154.0572	154.3061
105.9044	175.6399	142.5078
131.5162	136.5005	161.6836
127.0137	134.4614	147.8217
164.8158	128.4823	150.1991
119.0834	80.2147	172.6399
107.3318	44.7616	142.2131
121.7074	76.9749	158.3748
90.8474	110.5029	130.4744
132.1712	148.463	144.3789
138.0795	66.5095	139.1386
116.4809	75.3194	24.1744
69.3849	127.208	145.2605
153.9868	146.3183	119.7655
116.0688	139.4278	149.144
119.1583	117.9654	136.4434
99.4052	121.8163	141.8198
133.6517	80.3369	148.2026
135.3526	135.3527	136.8163
121.8057	138.0567	152.2891
95.4991	139.3122	51.2292
116.3516	35.3646	130.4865
70.6152	46.778	152.8891
126.946	60.9499	140.0598
131.8673	64.2334	157.0577
183.9622	147.1573	136.7072
126.8708	143.8175	147.1536
124.0384	94.7966	143.8341
159.3672	133.3871	159.6347
108.2399	147.0623	119.6509
106.76	152.4842	153.149
110.8722	145.1401	141.3003
136.6831	128.2656	158.6088
84.0129	89.1173	132.5425
125.8506	137.9577	142.4644
132.3178	132.8234	135.5409
124.1755	123.9783	146.3285
114.2247	142.3128	43.917
128.067	153.4194	29.399
106.8706	125.5565	165.8125
120.8528	143.5157	132.0234
108.9146	157.5845	87.3406
114.7416	133.8104	149.023
135.0692	150.0621	89.933
128.3505	134.3633	146.9634
123.7999	129.098	144.2372
136.0274	134.1501	150.4054
113.5883	123.1641	144.6743
111.9656	147.0779	148.5099
130.9137	145.6206	146.41
101.1808	149.7399	70.4607
117.5853	137.3563	103.3778
134.1619	147.3005	155.7591
